Belladonna,263,Broder Todd,2,Cross Logan,2,Damiano Gerard,2,Davis Rick,59,Gentile Andrew,2,James Edward,8,Kaplan Patti,3,Orona Gary Dean,16,Schnegr Alex,2,Stone Mark,85
D'Anza Daniele,772,Base Giulio,12,Bozzetto Bruno,3,Carle Gilles,2,Chiesa Guido,3,Cozzi Luigi,14,Fanelli Mario,2,Fenoglio Edmo,113,Gaudino Lucio,5,Giuliani Dominique,3,Herrmann Helmut,2,Kurc Stéphane,2,Lacombe Georges,2,Lazotti Gianfrancesco,14,Le Chanois Jean-Paul,10,Lepre Gianni,19,Lluch Miguel,4,Mattei Bruno,17,Moati Serge,4,Poeti Paolo,38,Recchia Giuseppe,10,Risi Claudio,10,Séria Joël,8,Tabuteau Dominique,2,Thiemt Hans-Georg,2,Vicario Francesco,4,Wertmüller Lina,46,Wetzl Fulvio,2,von Bülow Vicco,3
O'Brien Dave,110,Fraser Harry L.,4,Meins Gus,5
O'Connell Darragh,40,Ball Sarah,2,Taylor Kitty,3,Tran Andrea,2,Vinciguerra Luc,2
O'Hara Mario,494,Alajar Gina,21,Alba R.D.,4,Altarejos Joselito,18,Bernal Ishmael,103,Borlaza Emmanuel H.,98,Caparas Carlo J.,72,Cayetano Lino S.,69,Dayrit Trina N.,78,Lamangan Joel,100,Macatuno Connie,2,Mattei Bruno,2,Suzara Romy,82
O'Hara Omar,69,Haskell Charlie,2
O'Sullivan Guy,191,Asmussen Kerry,3,Fitzgerald Thom,2,Lang Robert,3
Zopilote,55,Abia Nacho,3,Chenillo Mariana,2,Cuadri Antonio,3,Espiñeira Manuel A.,12,Iborra Juan Luis,2,McGregor Emilio,13
d'Aubert Benoît,346,Altman Olivier,4,Bannier Gilles,15,Bonnet Christian,41,Bonnot Alain,7,Brami Hervé,6,Béraud Luc,24,Carnoy Jon,3,Cazeneuve Fabrice,28,Clavier Stéphane,34,Cuche Nicolas,13,Delmas Bénédicte,5,Dhénaut Alain,2,Dieulafait Pierre,3,Douchand Christophe,30,Drimal Joseph,2,Duquet Francis,5,Fansten Jacques,15,Faure Christian,19,Fonlladosa Emmanuel,8,Giuliani Dominique,2,Goutas Pierre,5,Grandperret Patrick,8,Gregeois Christophe,7,Grousset Didier,22,Guérin François,9,Kopecky Stéphane,3,Kurc Stéphane,44,Lahmani Pascal,18,Langlois Véronique,12,Lehérissey Christiane,23,Luncasu Iura,3,Miéville Anne-Marie,3,Moati Serge,18,Monnet Vincent,37,Moullet Luc,5,Navarro Jérôme,24,Otmezguine Jacques,13,Petit Thierry,42,Popescu Constantin,4,Rivière Marc,29,Rochant Eric,15,Roux Jean-Paul,4,Saarela Saara,2,Sabbagh Pierre,11,Santoni Joël,15,Seban Jean-Marc,29,Séria Joël,8,Tabuteau Dominique,38,Toublanc-Michel Bernard,4,Volson Patrick,25,Wiseman Frederick,3
van 't Wout Erik,355,Bal Vincent,6,Besijn Charlotte,5,Booy Gertjan,55,Brenninkmeijer Stephan,74,Cammermans Paul,12,Coghe Luc,2,Conen Boris Paval,37,Craven Tony,9,Daniëls Rik,2,Dierickx Arno,26,Disselhof Marc,5,Driessen Kaj,27,Erkel Bram van,36,Gevers Johan,2,Grotenhuis Idse,39,Hemert Willy van,16,Hiltrop Nico,5,Jongerius Nick,5,Kamp Walter van der,19,Korthals Altes Thomas,43,Kraus Zdenek,15,Kuyt Bruun,2,Latier Ward,18,Lautenschutz Geert,7,Lüscher This,2,McCullough Rick,5,Nijenhuis Johan,41,Punt Mark,3,Scheepmaker Hans,106,Schellekens Paul,2,Schouten George,3,Schuurman Ruud,95,Schwab Martin,56,Van Berlo Melinda,2,Westenbrink Allard,37,Zichem Frank,4,van Rijn Pieter,79,van Teylingen Bas,8,van den Nieuwenhuyzen Jan,7,van der Goot Leo,10
Abad Francisco,215,Alonso Ernesto,3,Armengol Ferran,2,Arriero César,3,Ayaso Dunia,2,Ayerra José Ramón,18,Berdún Lorena,6,Carvajal Rafael,3,Cernuda Alfredo,2,Colmenar Jesús,3,Colom Ramon,8,Cortés Eduard,6,Cruz Carretero Miguel,6,Cuadri Antonio,9,Cueto Juan Carlos,9,Davison Tito,2,Disselhof Marc,21,Díez Miguel Ángel,31,Estudillo Manuel,9,Fernández Groizard Guillermo,18,Fortuny Miquel,3,Galán Rafael,14,Garci José Luis,43,García Melero Helena,2,García Sánchez José Luis,42,Guzmán Patricio,4,Hermoso Miguel,44,Iborra Juan Luis,21,Ibáñez Gabriel,71,Lesmes Diego,10,Lluch Miguel,12,López Amado Norberto,10,Macías Belén,5,Maroto Ana,6,Marsillach Adolfo,25,Martínez Lázaro Emilio,23,McGregor Emilio,2,Meincke Peter,5,Mir Paco,6,Miró Humberto,2,Montesinos Rafa,3,Motos Pablo,2,Noguera Joan,8,Olivera Héctor,3,Pivotto Sebastián,2,Quintas Javier,6,Real Ferran,4,Reguant Ricard,6,Ruiz Castillo Arturo,19,Ríos San Martín Manuel,14,Salvador Jorge,2,Salvia Rafael J.,21,Sardà Javier,12,Sarmiento Álvaro Giménez,2,Tera Manuel,2,Terribas Mònica,4,Torregrossa Jorge,7,Uribe Imanol,17,Yagüe Jesús,53,Écija Arantxa,15
Abe Yûichi,199,Anô Masami,2,Aoki Ei,2,Asô Manabu,15,Fukuzawa Katsuo,11,Furuhata Yasuo,9,Habara Nobuyoshi,3,Hijikata Masato,24,Hirayama Hideyuki,15,Ikeda Toshiharu,4,Ishida Masahisa,2,Ishihara Tatsuya,3,Ishii Yasuharu,18,Ishii Yûsuke,6,Ishizaki Susumu,3,Itou Naoyuki,3,Iwamoto Hitoshi,10,Kakimoto Kôdai,3,Kato Hiromasa,2,Kato Hiroyuki,9,Kobayashi Tsuneo,3,Kobayashi Yoshinori,7,Komatsu Takashi,20,Masumura Yasuzô,3,Morosawa Kazuyuki,5,Nagayama Kôzô,17,Narita Gaku,12,Ogasawara Takeshi,3,Sato Toshiki,3,Satô Yûzô,2,Sawada Yukihiro,5,Sekimoto Ikuo,5,Shimoyama Ten,11,Shiraki Keiichiro,11,Taguchi Katsuhiko,2,Takahashi Motosuke,4,Takeuchi Yoshio,2,Takizawa Toshifumi,2,Tanabashi Kazunori,3,Tanaka Hiroyuki,12,Tokumoto Yoshinobu,3,Tsukamoto Renpei,28,Tsuruta Norio,9,Ueda Hisashi,10,Wakamatsu Kôji,5
Abia Nacho,5,Zopilote,3,Espiñeira Manuel A.,2
Abramson Hans,268,Alfredson Daniel,14,Arehn Mats,28,Björkdahl Cecilia,3,Carlsen Henning,10,Gaardsøe Kasper,2,Hammerich Rumle,7,Hamrell Harald,16,Hartleb Molly,6,Herngren Felix,3,Kaijser Simon,4,Kristensen Hans,6,Löfdahl Tomas,4,Myllerup Carsten,3,Nilsson Anders,8,Nuutinen Ritva,2,Rostrup Kaspar,4,Sjöman Vilgot,60,Söderman Jackie,40,Wallström Filippa,8,Wegner Christjan,11,di Grado Daniel,4
Adams Carl W.,61,Besser Matt,2
Aguilar Francisco,56,Cargill David,2,Day Philip,2,Green Ryan Steven,2,Harvey Alex,3,McDonald Greg,2
Aguilar Rolando,248,Alonso Ernesto,16,Cann Benjamín,4,Cardona III René,3,Cazals Felipe,10,Davison Tito,95,García Manolo,14,Jiménez Pons Antulio,17,Muñoz Manuel,30,Pastor Julián,7,Rodríguez Joselito,82
Aguirre Daniel,325,Alonso Ernesto,3,Avellaneda María Herminia,13,Ayerra José Ramón,2,Cann Benjamín,11,Cardona III René,3,Cazals Felipe,4,Chenillo Mariana,3,Colom Miguel,53,Cortés Eduard,3,De Felippo Daniel,52,De María Mariano,5,Echevarría Nicolás,4,García José Ángel,2,García Manolo,4,Iborra Juan Luis,2,Jiménez Pons Antulio,14,Loza Gustavo,6,Luppi Gustavo,69,Maci Alejandro,17,Meneses Mauricio,9,Morales Eric,6,Olivera Héctor,28,Pastor Julián,9,Pivotto Sebastián,65,Reguera Marta,16,Rinaldi Alberto,24,Rodríguez Oscar,34,Rosales Carlos Villegas,17,Serna Bernardo X.,2,Suarez María Fernanda,3
Ahlroos Arvo,25,Hardwick Neil,2,Itäranta Tapani,2,Olsson Claes,3,Saarela Saara,3
Ainsworth Matthew,52,Elias Daniel,2,Gonzales Anthony,2,Leighton David,2,Lloyd Siân G.,2
Aksoy Orhan,486,Arehn Mats,2,Gören Serif,78,Kaynak Filiz,5,Otmezguine Jacques,2,Sabanci Kudret,4,Saral Hilal,7,Taylan Durul,6,Tibet Kartal,128,Yilmaz Atif,198,Ünlü Onur,3
Alajar Gina,250,O'Hara Mario,21,Alba R.D.,5,Altarejos Joselito,56,Bernal Ishmael,30,Borlaza Emmanuel H.,35,Caparas Carlo J.,25,Cayetano Lino S.,74,Dayrit Trina N.,84,Lamangan Joel,133,Macatuno Connie,4,Suzara Romy,28
Alaux David,18,Giuliani Dominique,2,Moati Serge,2
Alba R.D.,46,O'Hara Mario,4,Alajar Gina,5,Altarejos Joselito,3,Bernal Ishmael,4,Borlaza Emmanuel H.,4,Caparas Carlo J.,5,Cayetano Lino S.,4,Dayrit Trina N.,7,Lamangan Joel,5,Suzara Romy,3
Aleksic Vladimir,104,Bajic Rados,16,Belogrlic Vera,14,Byford Timothy John,11,Crnobrnja Stanko,32,Djukanovic Milo,15,Fanelli Mario,10,Grlic Rajko,2,Ivanda Branko,3,Karadzic Milan,16,Karanovic Srdjan,18,Kilibarda Sladjana,3,Kljakovic Vanca,3,Komadina Nebojsa,13,Mandic Aleksandar,23,Pavlovic Zivojin,11,Radivojevic Jug,38,Radivojevic Milos 'Misa',29,Ristic Jovan,20,Sokolovic Faruk,2,Sotra Zdravko,47,Stankovic Srboljub,13,Stanojlovic Petar,8,Vrdoljak Antun,3,Vukobratovic Mihailo,42,Zafranovic Lordan,4,Zecevic Dejan,15
